qpid	desc
ZLC01G0004870	response to wounding
ZLC01G0004880	response to wounding
ZLC01G0004890	response to wounding
ZLC01G0004900	proteolysis
ZLC01G0004900	response to symbiotic fungus
ZLC01G0004900	cellular process
ZLC01G0004900	arbuscular mycorrhizal association
ZLC01G0004910	actin crosslink formation
ZLC01G0004920	box C/D snoRNP assembly
ZLC01G0004930	proteolysis
ZLC01G0004930	response to symbiotic fungus
ZLC01G0004930	cellular process
ZLC01G0004930	arbuscular mycorrhizal association
ZLC01G0004950	proteolysis
ZLC01G0004950	cellular process
ZLC01G0004950	response to symbiotic fungus
ZLC01G0004960	proteolysis
ZLC01G0004960	cellular process
ZLC01G0004970	proteolysis
ZLC01G0004970	cellular process
ZLC01G0004980	proteolysis
ZLC01G0004980	cellular process
ZLC01G0005000	proteolysis
ZLC01G0005000	cellular process
ZLC01G0005010	proteolysis
ZLC01G0005010	cellular process
ZLC01G0005020	proteolysis
ZLC01G0005020	cellular process
ZLC01G0005030	proteolysis
ZLC01G0005030	cellular process
ZLC01G0005040	proteolysis
ZLC01G0005040	cellular process
ZLC01G0005050	proteolysis
ZLC01G0005050	cellular process
ZLC01G0005060	proteolysis
ZLC01G0005060	cellular process
ZLC01G0005060	defense response to oomycetes
ZLC01G0005060	innate immune response
ZLC01G0005070	proteolysis
ZLC01G0005070	response to symbiotic fungus
ZLC01G0005070	cellular process
ZLC01G0005080	proteolysis
ZLC01G0005080	cellular process
ZLC01G0005080	defense response to oomycetes
ZLC01G0005080	innate immune response
ZLC01G0005090	proteolysis
ZLC01G0005090	response to symbiotic fungus
ZLC01G0005090	cellular process
ZLC01G0005100	proteolysis
ZLC01G0005100	cellular process
ZLC01G0005100	defense response to oomycetes
ZLC01G0005100	innate immune response
ZLC01G0005110	superoxide metabolic process
ZLC01G0005110	cellular response to oxygen radical
ZLC01G0005110	response to superoxide
ZLC01G0005110	cellular oxidant detoxification
ZLC01G0005120	ribose phosphate metabolic process
ZLC01G0005120	nucleoside phosphate metabolic process
ZLC01G0005140	plant organ development
ZLC01G0005140	DNA-templated transcription
ZLC01G0005140	regulation of DNA-templated transcription
ZLC01G0005150	transmembrane transport
ZLC01G0005150	system development
ZLC01G0005150	regulation of DNA-templated transcription
ZLC01G0005170	stomatal closure
ZLC01G0005170	monoatomic anion transmembrane transport
ZLC01G0005170	intracellular monoatomic ion homeostasis
ZLC01G0005170	response to humidity
ZLC01G0005170	response to ozone
ZLC01G0005170	regulation of stomatal opening
ZLC01G0005170	multicellular organismal-level water homeostasis
ZLC01G0005170	regulation of stomatal closure
ZLC01G0005170	response to carbon dioxide
ZLC01G0005170	response to abscisic acid
ZLC01G0005170	response to light stimulus
ZLC01G0005170	inorganic anion transport
ZLC01G0005170	organic anion transport
ZLC01G0005180	regulation of mitotic spindle organization
ZLC01G0005180	mitotic spindle assembly
ZLC01G0005190	1-aminocyclopropane-1-carboxylate biosynthetic process
ZLC01G0005190	alkene biosynthetic process
ZLC01G0005190	ethylene metabolic process
ZLC01G0005190	fruit ripening
ZLC01G0005200	defense response to fungus
ZLC01G0005200	chromatin remodeling
ZLC01G0005250	proteolysis
ZLC01G0005250	cellular process
ZLC01G0005270	regulation of primary metabolic process
ZLC01G0005270	regulation of gene expression
ZLC01G0005300	proteolysis
ZLC01G0005300	cellular process
ZLC01G0005320	proteolysis
ZLC01G0005320	response to symbiotic fungus
ZLC01G0005320	cellular process
ZLC01G0005340	response to wounding
ZLC01G0005350	response to wounding
ZLC01G0005360	xenobiotic detoxification by transmembrane export across the plasma membrane
ZLC01G0005370	vegetative to reproductive phase transition of meristem
ZLC01G0005370	regulation of DNA-templated transcription
ZLC01G0005380	mitotic spindle assembly
ZLC01G0005380	spindle elongation
ZLC01G0005380	microtubule-based movement
ZLC01G0005380	cytoskeleton-dependent intracellular transport
ZLC01G0005390	nucleus-vacuole junction assembly
ZLC01G0005400	RNA processing
ZLC01G0005400	mitochondrion organization
ZLC01G0005400	mRNA metabolic process
ZLC01G0005440	regulation of primary metabolic process
ZLC01G0005440	regulation of gene expression
ZLC01G0005480	regulation of DNA-templated transcription
ZLC01G0005490	terpenoid biosynthetic process
ZLC01G0005520	proteolysis
ZLC01G0005520	cellular process
ZLC01G0005580	response to abscisic acid
ZLC01G0005590	protein modification process
ZLC01G0005590	biotin carboxyl carrier protein biosynthetic process
ZLC01G0005640	lipid biosynthetic process
ZLC01G0005640	sterol metabolic process
ZLC01G0005640	organic hydroxy compound biosynthetic process
ZLC01G0005640	cellular process
ZLC01G0005650	transcription by RNA polymerase I
ZLC01G0005650	nucleosome assembly
ZLC01G0005670	photoreactive repair
ZLC01G0005670	UV protection
ZLC01G0005700	vesicle-mediated transport
ZLC01G0005700	organelle localization by membrane tethering
ZLC01G0005700	secretion by cell
ZLC01G0005700	intracellular protein transport
ZLC01G0005730	vesicle-mediated transport
ZLC01G0005730	protein transport
ZLC01G0005730	organelle localization by membrane tethering
ZLC01G0005730	secretion by cell
ZLC01G0005730	intracellular transport
ZLC01G0005730	cytokinesis by cell plate formation
ZLC01G0005740	transmembrane transport
ZLC01G0005770	translational termination
ZLC01G0005780	translational termination
ZLC01G0005800	iron-sulfur cluster assembly
ZLC01G0005820	RNA modification
ZLC01G0005820	cellular process
ZLC01G0005830	chloroplast-nucleus signaling pathway
ZLC01G0005830	mitochondria-nucleus signaling pathway
ZLC01G0005830	RNA processing
ZLC01G0005830	mRNA metabolic process
ZLC01G0005830	mitochondrion organization
ZLC01G0005830	chromatin remodeling
ZLC01G0005830	regulation of transcription by RNA polymerase II
ZLC01G0005860	adenine biosynthetic process
ZLC01G0005860	'de novo' IMP biosynthetic process
ZLC01G0005870	defense response to fungus
ZLC01G0005870	signal transduction
ZLC01G0005870	regulation of innate immune response
ZLC01G0005930	proteolysis
ZLC01G0005930	cellular process
ZLC01G0005940	amine metabolic process
ZLC01G0005940	response to jasmonic acid
ZLC01G0005940	cellular process
ZLC01G0005950	secondary metabolite biosynthetic process
ZLC01G0005950	cellular process
ZLC01G0005960	isoquinoline alkaloid biosynthetic process
ZLC01G0005960	cellular process
ZLC01G0006010	biosynthetic process
ZLC01G0006010	cellular process
ZLC01G0006020	biosynthetic process
ZLC01G0006020	cellular process
ZLC01G0006080	biosynthetic process
ZLC01G0006080	cellular process
ZLC01G0006090	green leaf volatile biosynthetic process
ZLC01G0006090	cell differentiation
ZLC01G0006090	regulation of DNA-templated transcription
ZLC01G0006100	chaperone cofactor-dependent protein refolding
ZLC01G0006130	plant-type cell wall modification
ZLC01G0006200	ubiquitin-dependent protein catabolic process
ZLC01G0006200	protein ubiquitination
ZLC01G0006200	cellular process
ZLC01G0006210	ribosome disassembly
ZLC01G0006210	translational elongation
ZLC01G0006210	mitochondrial translation
ZLC01G0006210	seed germination
ZLC01G0006210	chloroplast organization
ZLC01G0006220	proteolysis
ZLC01G0006220	cellular process
ZLC01G0006230	proteolysis
ZLC01G0006230	cellular process
ZLC01G0006240	heat acclimation
ZLC01G0006250	vacuolar protein processing
ZLC01G0006250	proteolysis involved in protein catabolic process
ZLC01G0006260	response to auxin
ZLC01G0006290	response to auxin
ZLC01G0006300	regulation of DNA-templated transcription
ZLC01G0006320	regulation of shoot apical meristem development
ZLC01G0006320	polarity specification of adaxial/abaxial axis
ZLC01G0006320	regulation of leaf development
ZLC01G0006320	abaxial cell fate specification
ZLC01G0006320	fruit development
ZLC01G0006320	specification of plant organ position
ZLC01G0006320	inflorescence meristem growth
ZLC01G0006320	specification of floral organ identity
ZLC01G0006320	meristem structural organization
ZLC01G0006320	regulation of flower development
ZLC01G0006320	regulation of DNA-templated transcription
ZLC01G0006330	regulation of transcription by RNA polymerase II
ZLC01G0006330	positive regulation of DNA-templated transcription
ZLC01G0006360	carbohydrate metabolic process
ZLC01G0006360	cellular process
ZLC01G0006370	pentose-phosphate shunt
ZLC01G0006370	carbohydrate metabolic process
ZLC01G0006380	trehalose biosynthetic process
ZLC01G0006380	cellular process
ZLC01G0006390	DNA-templated transcription
ZLC01G0006400	protein glycosylation
ZLC01G0006410	protein glycosylation
ZLC01G0006430	defense response to other organism
ZLC01G0006440	adenine salvage
ZLC01G0006440	purine ribonucleoside salvage
ZLC01G0006440	AMP salvage
ZLC01G0006460	lipid biosynthetic process
ZLC01G0006460	carbohydrate derivative biosynthetic process
ZLC01G0006460	phospholipid dephosphorylation
ZLC01G0006480	lipid transport
ZLC01G0006490	oligopeptide transport
ZLC01G0006490	peptide transport
ZLC01G0006490	response to nitrate
ZLC01G0006490	transmembrane transport
ZLC01G0006490	nitrate import
ZLC01G0006550	carbohydrate metabolic process
ZLC01G0006550	cellular process
ZLC01G0006590	regulation of pH
ZLC01G0006590	potassium ion transport
ZLC01G0006590	proton transmembrane transport
ZLC01G0006590	DNA biosynthetic process
ZLC01G0006620	lactate metabolic process
ZLC01G0006620	pyruvate metabolic process
ZLC01G0006640	transcription by RNA polymerase V
ZLC01G0006640	transcription by RNA polymerase IV
ZLC01G0006640	plastid transcription
ZLC01G0006640	mitochondrial transcription
ZLC01G0006640	transcription by RNA polymerase I
ZLC01G0006640	transcription by RNA polymerase III
ZLC01G0006640	transcription by RNA polymerase II
ZLC01G0006660	vesicle-mediated transport
ZLC01G0006680	autophagy
ZLC01G0006680	cellular response to nitrogen starvation
ZLC01G0006680	vacuole organization
ZLC01G0006680	protein-containing complex disassembly
ZLC01G0006680	organelle assembly
ZLC01G0006690	regulation of DNA-templated transcription
ZLC01G0006690	response to symbiotic fungus
ZLC01G0006750	defense response
ZLC01G0006750	response to other organism
ZLC01G0006930	protein transport
ZLC01G0006940	proteolysis
ZLC01G0006940	cellular process
ZLC01G0006950	response to very low light intensity stimulus
ZLC01G0006950	vegetative to reproductive phase transition of meristem
ZLC01G0006970	cell wall modification
ZLC01G0006970	pectin catabolic process
ZLC01G0006980	regulation of transcription by RNA polymerase II
ZLC01G0007020	regulation of transcription by RNA polymerase II
ZLC01G0007050	regulation of transcription by RNA polymerase II
ZLC01G0007060	regulation of transcription by RNA polymerase II
ZLC01G0007070	regulation of transcription by RNA polymerase II
ZLC01G0007080	protein import into peroxisome membrane
ZLC01G0007110	nucleobase-containing compound metabolic process
ZLC01G0007110	cellular process
ZLC01G0007110	macromolecule metabolic process
ZLC01G0007120	nucleobase-containing compound metabolic process
ZLC01G0007120	cellular process
ZLC01G0007130	tRNA transcription by RNA polymerase III
ZLC01G0007150	regulation of DNA-templated transcription
ZLC01G0007170	chloride transmembrane transport
ZLC01G0007190	RNA modification
ZLC01G0007190	cellular process
ZLC01G0007210	transmembrane transport
ZLC01G0007220	RNA modification
ZLC01G0007220	cellular process
ZLC01G0007240	collagen catabolic process
ZLC01G0007240	extracellular matrix organization
ZLC01G0007240	proteolysis
ZLC01G0007250	fucose metabolic process
ZLC01G0007250	cellular process
ZLC01G0007280	maintenance of seed dormancy by absisic acid
ZLC01G0007280	seed germination
ZLC01G0007280	regulation of seed germination
ZLC01G0007280	embryo development ending in seed dormancy
ZLC01G0007310	water transport
ZLC01G0007310	transmembrane transport
ZLC01G0007310	methylammonium transport
ZLC01G0007310	seed trichome elongation
ZLC01G0007320	leaf vascular tissue pattern formation
ZLC01G0007320	phloem or xylem histogenesis
ZLC01G0007320	auxin-activated signaling pathway
ZLC01G0007320	transmembrane transport
ZLC01G0007330	'de novo' IMP biosynthetic process
ZLC01G0007330	one-carbon metabolic process
ZLC01G0007330	photorespiration
ZLC01G0007330	tetrahydrofolate metabolic process
ZLC01G0007340	Mo-molybdopterin cofactor biosynthetic process
ZLC01G0007370	protein glycosylation
ZLC01G0007380	protein glycosylation
ZLC01G0007400	spliceosomal tri-snRNP complex assembly
ZLC01G0007410	translation
ZLC01G0007420	protein glycosylation
ZLC01G0007450	spliceosomal tri-snRNP complex assembly
ZLC01G0007460	spliceosomal tri-snRNP complex assembly
ZLC01G0007470	defense response
ZLC01G0007470	regulation of DNA-templated transcription
ZLC01G0007490	fatty acid beta-oxidation using acyl-CoA oxidase
ZLC01G0007490	long-chain fatty acid metabolic process
ZLC01G0007490	lipid homeostasis
ZLC01G0007500	fatty acid beta-oxidation using acyl-CoA oxidase
ZLC01G0007500	long-chain fatty acid metabolic process
ZLC01G0007500	lipid homeostasis
ZLC01G0007500	biosynthetic process
ZLC01G0007510	fatty acid beta-oxidation using acyl-CoA oxidase
ZLC01G0007510	long-chain fatty acid metabolic process
ZLC01G0007510	lipid homeostasis
ZLC01G0007520	carbohydrate phosphorylation
ZLC01G0007540	regulation of transcription by RNA polymerase II
ZLC01G0007560	response to gibberellin
ZLC01G0007560	response to ethylene
ZLC01G0007560	green leaf volatile biosynthetic process
ZLC01G0007560	response to sucrose
ZLC01G0007560	negative regulation of DNA-templated transcription
ZLC01G0007580	protein ubiquitination
ZLC01G0007580	vegetative to reproductive phase transition of meristem
ZLC01G0007580	response to cold
ZLC01G0007580	negative regulation of DNA-templated transcription
ZLC01G0007580	cellular process
ZLC01G0007610	urea catabolic process
ZLC01G0007610	cellular process
ZLC01G0007610	nucleobase-containing small molecule metabolic process
ZLC01G0007610	nucleobase-containing compound biosynthetic process
ZLC01G0007630	regulation of transcription by RNA polymerase II
ZLC01G0007650	chloroplast-nucleus signaling pathway
ZLC01G0007650	mitochondria-nucleus signaling pathway
ZLC01G0007650	mitochondrion organization
ZLC01G0007650	RNA processing
ZLC01G0007670	phospholipid biosynthetic process
ZLC01G0007680	macromolecule depalmitoylation
ZLC01G0007680	cellular process
ZLC01G0007690	macromolecule depalmitoylation
